author,cook_category,cook_instructions,description,ingredient_amount,ingredient_name,picture_src,rating,recipe_title,tags,time_metric,time_num,url,yield_metric,yield_num
Mark Bittman,,"Use an electric mixer to cream together the butter, sugar and peanut butter; add egg and beat until well blended.---,In a bowl, combine flour, salt and baking powder. Add dry ingredients to wet, adding a little milk as necessary to make dough just soft enough to handle. Stir in the vanilla. Shape dough into a log about 1 1/2 inches in diameter, wrap in plastic and refrigerate for at least 2 hours or up to 2 days (or wrap well and freeze).---,Heat oven to 400 degrees. Lightly grease 1 or 2 baking sheets. Cut slices about 1/8-inch thick from chilled or frozen log. Bake until edges are lightly brown and center set, 6 to 10 minutes. Cool for about 2 minutes on sheets before using a spatula to transfer cookies to a rack to finish cooling. Sandwich flat sides of two cookies together with a heaping teaspoonful of jam; repeat using all cookies.---","Cookies made with peanut butter seem to keep getting better, especially as we learn to appreciate salty desserts. The peanut-butter-and-jelly sandwich cookie recipe here was inspired by a nearly savory PBJ dessert at Momofuku Ssam Bar a couple of years ago.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","½,1,¾,1,3,,1,1,1,½","pound (2 sticks) unsalted butter, softened, more for greasing baking sheets---,cup sugar---,cup peanut butter, chunky or smooth---,egg---,cups all-purpose flour, more for work surface---,Pinch salt---,teaspoon baking powder---,tablespoon milk, or as needed---,teaspoon vanilla extract---,cup fruit jam or jelly---",https://static01.nyt.com/images/2014/04/17/dining/PBJ-Sandwich-Cookies/PBJ-Sandwich-Cookies-articleLarge.jpg,4,PBJ Sandwich Cookies,"Cookies And Bars,Fruit Jam,Peanut Butter,Dessert","minutes,hours","40,2",https://cooking.nytimes.com/recipes/1012746-pbj-sandwich-cookies,cookies,"15,20"
Mark Bittman,Editors’ Pick,"Heat oven to 350 degrees. In a small saucepan over low heat, warm milk, butter, vanilla, sugar and salt. Continue cooking just until butter melts; cool. Meanwhile, butter a 4-to-6-cup baking dish and fill it with cubed bread.---,Add eggs to cooled milk mixture and whisk; pour mixture over bread. Bake for 30 to 45 minutes, or until custard is set but still a little wobbly and edges of bread have browned. Serve warm or at room temperature.---","This recipe is proof-positive that leftover bread can easily be converted to dessert without much work. ,There’s room for customization here: consider adding fresh or dried fruit or a combination of spices like cinnamon, nutmeg, allspice and cardamom. ,It makes a great brunch dish, served with fresh fruit compote. Or add a handful of chocolate chips before baking for a decidedly more decadent outcome.,
      ,
      ,. 
  ","2,2,1,⅓,,½,2","cups milk---,tablespoons (1/4 stick) unsalted butter, more for greasing pan---,teaspoon vanilla extract---,cup sugar---,Pinch salt---,loaf sweet egg bread like challah or brioche, cut into 2-inch cubes (about 5 to 6 cups)---,eggs, beaten---",https://static01.nyt.com/images/2015/05/20/dining/20HIT_BREADPUDD/20HIT_BREADPUDD-articleLarge.jpg,5,Simple Bread Pudding,"Editors' Pick,Brioche,Challah Bread,Sweet Egg Bread,Easy,Dessert",minutes,45,https://cooking.nytimes.com/recipes/1012636-simple-bread-pudding,servings,"6,8"
Mark Bittman,,"Preheat oven to 325 degrees. Put syrup in 4-quart saucepan and bring to a boil. (Use a large saucepan, syrup will bubble up quite high.) Lower heat to simmer and cook until reduced by about two thirds, 15 to 20 minutes. (Syrup is ready when a few drops on a chilled plate are very sticky when rubbed with your fingers.)---,Remove from heat and whisk in cream and milk. Return saucepan to heat and bring to low simmer. Meanwhile whisk yolks well with sugar and salt in large bowl. Remove maple cream from heat and let it cool for 5 minutes, then very slowly whisk it into the yolks. Strain through a chinois or fine-meshed sieve to remove any lumps of yolk.---,Arrange 8 4-ounce ramekins or custard cups in a flat-bottomed roasting pan large enough to accommodate them with 3/4 inch of space in between the cups. Evenly divide the custard among the cups; do not fill to the top. Carefully add enough hot tap water to roasting pan to come a third of the way up sides of cups. Cover roasting pan with foil, tenting it slightly so that foil does not touch top of custards.---,Put pan on middle rack of oven and bake for 35 minutes; rotate pan, then bake another 15 minutes and check for doneness. The custards are done when the centers are set a bit, even jiggly like gelatin. Total baking time will be 50 to 60 minutes.---,Remove pan from oven, remove foil, and let custards cool in water bath until you can safely pick them up, then let them cool to room temperature. Refrigerate at least 4 hours, until thoroughly chilled.---","If you can start with truly natural dairy — definitely not ultrapasteurized and ideally bought from a farm or a farmers’ market— you are really ahead of the game. The reason I fell in love with this maple crema is that all the flavors were so pure that the maple syrup shone like a star.,
      ,
      ,. 
  ","2,2,½,6,2,","cups pure maple syrup---,cups heavy cream---,cup whole milk---,large egg yolks---,teaspoons granulated sugar---,Pinch kosher salt---",https://static01.nyt.com/images/2014/04/11/dining/crema-still/crema-still-articleLarge.jpg,5,Maple Crema,"Heavy Cream,Maple Syrup,Dessert,Gluten Free","hour,minutes,hours","1,30,4",https://cooking.nytimes.com/recipes/11517-maple-crema,servings,8
Mark Bittman,,"Put 2 cups cream, half-and-half or milk, the sugar and salt in a saucepan over medium-low heat. If using a vanilla bean, split in half lengthwise and scrape seeds into liquid, then add pod. Cook until mixture begins to steam.---,In a bowl, blend cornstarch and remaining cream, half-and-half or milk; there should be no lumps. Remove bean pod from pot and discard. Add cornstarch mixture to pot. Cook, stirring, until it starts to thicken and barely reaches a boil, about 5 minutes. Immediately reduce heat to very low and stir for 5 minutes or so until thick. Stir in vanilla extract, if using.---,If mixture has lumps, strain it into a bowl. Chill until cool, a couple of hours (you can skip this step if you have a machine with a built-in freezer). When cool or if there are no lumps, pour into an ice cream machine and freeze according to the manufacturer's instructions.---","The texture of this ice cream is better than almost any commercial ice cream, many of which are filled with air (at least when the ice cream is fresh, which is how it should be eaten — straight from the machine). It requires no eggs either, which means no custard, so it's much simpler to make.,The recipe even works with skim milk, if not quite as brilliantly. With skim milk or half-and-half, this is a much less fat-laden ice cream than one made with six eggs.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","2 ½,½,,1,3","cups light cream, half-and-half or milk (whole or skim), or a combination---,cup sugar---,Pinch of salt---,vanilla bean or 1 teaspoon vanilla extract---,tablespoons cornstarch---",https://static01.nyt.com/images/2014/03/31/dining/Custard/Custard-articleLarge.jpg,4,Simple Vanilla Ice Cream,"Ice Creams And Sorbets,Cornstarch,Cream,Dessert",minutes,20,https://cooking.nytimes.com/recipes/11464-simple-vanilla-ice-cream,pint,1
Mark Bittman,Easy,"Heat a gas or charcoal fire; it should be quite hot, with the rack positioned 4 to 6 inches from the source of heat.---,Combine the sugar, fresh ginger and 1/2 cup of water in a small saucepan over medium heat. Bring to a boil, and simmer for 3 minutes. Remove from the heat, and let sit while preparing the fruit. (Refrigerate if you're not using this right away; it will keep for at least a week.)---,Cut the unpeeled bananas into 2-inch-long chunks, and make a shallow vertical slit in the skin for peeling at the table. Peel and core the pineapple, then cut it into 2-inch chunks. If you're using starfruit, cut it into slices 1/2 inch thick.---,Skewer the fruit. Strain the syrup, and brush it on the fruit lightly. Grill the fruit until the pineapple is nicely browned, 2 to 4 minutes to a side. While it is grilling, brush it occasionally with the syrup.---,When the fruit is done, brush once more with syrup. Serve hot or warm.---","This is a melange of quickly grilled fruit, brushed with a ginger sauce that itself takes about five minutes to put together. The sauce is a simple sugar syrup -- half sugar, half water, boiled together until the sugar melts -- and is infused with a lot of ginger. You could use other flavors instead (mint, lemon verbena, thyme, even chili), but ginger seems perfect to me.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","½,¼,4,1,1","cup sugar---,cup thinly sliced fresh ginger (don't bother to peel it)---,unpeeled bananas (not overripe)---,small pineapple---,starfruit (carambola), optional---",,4,Skewered Grilled Fruit With Ginger Syrup,"Banana,Pineapple,Starfruit,Easy,Quick,Dessert",minutes,30,https://cooking.nytimes.com/recipes/9721-skewered-grilled-fruit-with-ginger-syrup,servings,4
Mark Bittman,,"Heat the oven to 350.---,Put the flour, eggs, orange peel, 4 tablespoons softened butter, sugar and ouzo in a food processor, and run until all the ingredients are evenly amalgamated.---,Add the milk and baking powder, and process again to incorporate into the mixture.---,Thickly smear a tube pan with butter, and dust with flour. Put the cake mixture 
in the pan (it won’t fill it up all the way), and place the pan in the preheated oven. Bake for 40 to 45 minutes, until the top of the cake becomes a rich gold color.---,When the cake is done, place the bottom of the pan over a tumbler or tall 
mug, using pot holders, and push down to raise the loose bottom. Take the 
tube with the cake out of the hoop, work the cake loose from the bottom with 
a knife and lift it away from the tube. Place it on a plate with a slightly raised rim.---,While the cake is still warm, poke many holes in it using a chopstick or any 
similar narrow tool. Into each of the holes, slowly pour some of the orange 
juice. At first the hole fills to the brim with juice, but this will subsequently — in 
about an hour — be absorbed by the cake. Serve at room temperature, with 
more orange juice drizzled over each slice.---","Orange cake is a terrific dessert to serve after the rich, meaty stews of winter: boeuf bourguignon, short ribs, lamb tagine.,The method that Marcella Hazan uses here — poking holes into the cake and letting orange syrup seep in — has a similar effect to brining: what would otherwise be a dry cake becomes flavorful, fragrant, and juicy. And it’s even better than brining, because it always works, takes no time, and also makes the cake last longer. ,
      ,
      ,. 
  ","2,3,,4,1,2,1,2 ½,2","cups plus 2 tablespoons all-purpose flour, plus flour for dusting the pan---,eggs---,Grated peel of 3 oranges---,tablespoons (1/2 stick) butter, softened to room temperature, plus butter for 
greasing the pan---,cup plus 3 tablespoons sugar---,tablespoons ouzo liqueur---,tablespoon whole milk---,teaspoons baking powder---,cups freshly squeezed orange juice, with 3 tablespoons sugar dissolved in it.---",https://static01.nyt.com/images/2013/11/10/magazine/10eat5/10eat5-articleLarge-v3.jpg,4,"Orange Cake, Ancona-Style","Butter,Cake,Orange Peel,Breakfast,Brunch,Lunch,Dessert",hours,2,https://cooking.nytimes.com/recipes/1015378-orange-cake-ancona-style,servings,"8,10"
Mark Bittman,,"Purée all ingredients together in a blender until smooth. Pour into 4 to 6 molds and freeze until solid.---,Unmold by first running a little cold water over outside of molds, then gently pulling the sticks.---","Throughout Mexico, paletas are made with fresh fruit and not much sugar, pretty much the opposite of commercial sorbets and sherbets sold here. Like sorbet or sherbet, these frozen snacks are easily made at home; all you need is a set of plastic molds, sold in many supermarkets, toy stores and online. For a lower-tech solution, you can use small paper cups and insert wooden sticks in them once the mixture freezes hard enough to support them. The dairy is optional. Adding it produces a paleta de leche, which has a more distinctive texture than the dairy-free paleta de agua, which is icier.,
      ,
      ,. 
  ","2,1,1,¼","medium bananas, about 3/4 cup---,cup whole milk---,teaspoon vanilla extract---,cup sugar---",https://static01.nyt.com/images/2015/07/07/dining/banana-paletas/banana-paletas-articleLarge.jpg,5,Banana Paletas,"Mexican,Ice Dishes,Project,Banana,Milk,Dessert",minutes,10,https://cooking.nytimes.com/recipes/1017531-banana-paletas,servings,"4,6"
Mark Bittman,,"Put flour, salt and 2 tablespoons of the sugar in food processor and pulse once or twice. Add 10 tablespoons of the butter, leaving the remaining tablespoon of butter at room temperature to soften. Process until the mixture is uniform, about 10 seconds (do not over-process). Add egg yolk and process for another few seconds. Add 3 tablespoons ice water and pulse just until you can form the dough into a ball, adding another tablespoon or two of ice water if necessary (if you overdo it and the mixture becomes sodden, add a little more flour). Form into a ball, wrap in plastic and freeze for 10 minutes or refrigerate for at least 30 minutes. You can refrigerate it for up to a couple of days or freeze, tightly wrapped, for up to a couple of weeks.---,Put dough on floured surface and roll into a circle with a diameter about 2 inches greater than that of an 8- to 10-inch tart pan. Transfer dough to pan, pressing it into the corners and sides and using a knife to cut the edges flush with the rim of the pan. Freeze for 30 minutes or refrigerate for about an hour.---,Heat oven to 425 degrees. Prick surface of dough several times with a fork. Butter one side of a piece of foil large enough to cover crust; press foil onto crust, buttered side down. Weight foil with a pile of dried beans or rice or pie weights. Bake for 12 minutes; remove from oven and remove weights and foil. Reduce the oven temperature to 350 degrees and continue baking the crust until golden brown, another 10 minutes or so. Remove crust from oven and turn oven to 375 degrees.---,Peel and core apples, then slice with slicing blade of a food processor. Toss with lemon juice to prevent browning. When crust has cooled slightly, arrange apple slices in concentric circles in tart shell, with circles overlapping. Sprinkle with remaining 2 tablespoons sugar and the cinnamon, then dot with remaining tablespoon butter.---,Put tart pan on baking sheet and bake until apples are quite soft (a thin-bladed knife will pierce them easily) but still hold their shape, about 40 minutes. Cool on rack for about 20 minutes. Serve at room temperature.---","I use the food processor for just about every pastry dough there is — and have for 20 years. And I cut far more even slices, far faster than I ever could by hand, of almost anything sliceable.,
      ,
      ,. 
  ","1 ¼,½,4,11,1,3,2 to 3,1,½","cups all-purpose flour, plus more for rolling---,teaspoon salt---,tablespoons sugar---,tablespoons frozen or cold unsalted butter, cut into chunks, plus more for greasing---,egg yolk---,tablespoons ice water, plus more if necessary---,pounds tart apples---,tablespoon lemon juice---,teaspoon ground cinnamon---",https://static01.nyt.com/images/2014/04/02/dining/food-processor-apple-tart/food-processor-apple-tart-articleLarge.jpg,4,Food-Processor Apple Tart,"Apple,Dessert,Fall",hours,"2,1/2",https://cooking.nytimes.com/recipes/1013267-food-processor-apple-tart,servings,8
Mark Bittman,,"Combine flour, salt and sugar in a food processor; pulse once or twice. Cut 8 tablespoons butter into chunks, and add it and egg yolk to flour mixture. Process until butter and flour are blended, about 10 seconds. Turn mixture into a bowl, and add cold water, a tablespoon at a time, stirring after each addition. After adding 3 or 4 tablespoons you should be able to gather mixture into a ball; wrap ball in plastic, and refrigerate for at least 1 hour (or freeze for about 15 minutes).---,Preheat oven to 400 degrees. Roll or pat dough into a 10-inch circle; it can be quite crude in shape. Place it on a cookie or pizza sheet, preferably nonstick. Arrange fruit slices on top, right out to edges; make the pattern attractive, if you like. Sprinkle with brown sugar. Cut remaining butter into bits, and top fruit with it.---,Bake until crust is nicely browned and fruit is tender, 20 to 30 minutes. Remove, and serve warm or at room temperature, with crème fraîche, whipped cream or ice cream.---",,"1 ¼,,3,9,1,3 or 4,2,,","cups all-purpose flour---,Pinch salt---,tablespoons sugar---,tablespoons cold butter---,egg yolk---,medium apples, preferably Golden Delicious, or pears, peeled, cored and very thinly sliced---,tablespoons brown sugar---,Crème fraîche, sweetened---,Whipped cream or vanilla ice cream---",https://static01.nyt.com/images/2015/09/24/dining/24TART/24TART-articleLarge.jpg,5,Free-Form Apple Or Pear Tart,"French,Apple,Butter,Flour,Dessert,Side Dish,Fall",hour,1,https://cooking.nytimes.com/recipes/7573-free-form-apple-or-pear-tart,servings,8
Mark Bittman,,"Heat oven to 350 degrees. Butter and flour an 8-cup Bundt pan. Put lemon juice, orange juice and 1 cup plus 2 tablespoons sugar in a small saucepan over low heat; cook until the sugar dissolves and remove from heat.---,Put almond paste and remaining 2 cups sugar in food processor and process until well combined; add butter and continue processing until light and fluffy. With the machine running, add eggs one at a time along with zest and vanilla, and continue to process until smooth.---,Stop the machine, add the flour, baking powder and salt, and pulse a few times — just until the dry ingredients are integrated (be careful not to over process, or the cake will become tough). Pour the batter into the prepared pan and bake until golden, about 1 hour and 10 minutes. When a skewer or thin-bladed knife inserted into the center of the cake comes out clean, remove the cake from the oven and let cool slightly.---,Pour the citrus soak over the cake and let it sit for about 30 minutes, or until all the liquid is absorbed and the cake releases from the pan easily. Cut into slices.---","This poundcake is richer, moister and more flavorful than any you’ve tasted, and it’s not difficult to make. (Much of it is done in the food processor; do not pulse more than you must.) The consistency and flavor rely on the almond paste in the batter, and a simple soak of lemon juice, orange juice and sugar; the cake acts like a sponge, absorbing the sweetened citrus juice. A word of advice about this or any other Bundt cake: butter and flour the pan well. Even nonstick Bundt pans can be tricky. There’s nothing more frustrating than having your cake fall partly out, leaving the pretty top bit clinging to the pan.,
      ,
      ,. 
  ","12,,¼,½,3,,7,2,2,2,1 ½,¾,¼","tablespoons (1 1/2 sticks) cold unsalted butter, cubed, plus more for pan---,Flour for pan---,cup fresh lemon juice---,cup fresh orange juice---,cups plus 2 tablespoons granulated sugar---,7-ounce tube almond paste---,large eggs---,teaspoons lemon zest---,teaspoons orange zest---,teaspoons vanilla extract---,cups cake flour---,teaspoon baking powder---,teaspoon salt---",,5,Citrus-Almond Poundcake,"Almond Paste,Orange Juice,Dessert",hours,"1,1/2",https://cooking.nytimes.com/recipes/1013209-citrus-almond-poundcake,servings,"10,12"
Karen Olsson,,"In a large skillet, melt the butter over medium heat until frothy. Add the onion, tomato and jalapeño and sauté until softened. Add the eggs and chips and scramble until curdy but still moist. Sprinkle the cheese over the top, cover the skillet until the cheese melts and remove from the heat.---,Place a tortilla on each of 2 plates. Spread with refried beans and top with migas. Garnish with salsa and serve.---","This recipe, brought to The Times in 2004 by Karen Olsson as part of a collection of regional recipes published in The New York Times Magazine, comes from Juan in a Million, in East Austin. To best appreciate this Tex-Mex favorite, she writes, “the procedure is as follows: Smear the tortilla with a spoonful of the beans, pile on the migas, followed by a dollop of salsa, and tell your cardiologist to kiss your widening behind.” Follow her advice, or don’t. But do garnish it with a bright salsa fresca or pico de gallo, and enjoy.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","1,¼,¼,1,4,10,½,2,¾,½","tablespoon unsalted butter---,cup diced yellow onion---,cup diced ripe tomato---,jalapeño pepper, seeded and minced---,large eggs, beaten---,corn tortilla chips, broken---,cup finely grated sharp cheddar cheese---,large warm flour or corn tortillas---,cup warm refried beans---,cup salsa fresca or pico de gallo---",https://static01.nyt.com/images/2014/05/23/dining/Migas-With-Tortillas-and-Beans/Migas-With-Tortillas-and-Beans-articleLarge.jpg,4,Migas With Tortillas and Beans,"Mexican,Egg,Refried Bean,Tortilla Chip,Breakfast,Brunch,Main Course,Vegetarian",minutes,10,https://cooking.nytimes.com/recipes/10601-migas-with-tortillas-and-beans,servings,2
Craig Claiborne And Pierre Franey,,"Preheat the oven to 400 degrees.---,Peel the potatoes, trimming them to make each as smooth and oval as an egg. As the potatoes are prepared, drop each into cold water to cover to prevent discoloration. Cut off a small slice from the top and bottom of each ''egg.'' Reserve four of the cut-off slices. Using a melon-ball cutter, start at one end of each potato and scoop out the inner flesh to make a cavity for filling with scrambled eggs. The outer and bottom of each shell should be about a quarter-inch thick.---,Melt one tablespoon of butter in a heat-proof saucepan and arrange the potatoes hollowed-out side up in the saucepan. Arrange the four reserved cut-off pieces around the potatoes. Sprinkle the inside of each potato with salt. Add one-half teaspoon of butter to the center of each potato. Spoon one tablespoon of broth inside each potato. Pour the remaining four tablespoons of broth around the potatoes.---,Cover closely with foil and place in the oven. Bake about 35 minutes. As the potatoes cook, test them often by piercing them with a small pointer. When ready, the potatoes should be tender, but not overcooked, or they may collapse.---,Break the eggs into a mixing bowl. There should be about one cup. Add salt and pepper to taste and beat thoroughly.---,Heat the remaining two tablespoons of butter in a saucepan and cook over very low heat or, preferably, on a metal flame guard. Add the eggs and cook, stirring briskly with a wire whisk, about five minutes, or until they have the consistency of a thick custard. Off the heat, beat in the cream and the chives.---,Meanwhile, drain the liquid from the potatoes into a saucepan. Bring the liquid to the boil and cook until reduced to about two tablespoons. Brush the outside of the potatoes with this buttery liquid.---,Arrange each potato on a small serving dish and use a small spoon to fill the cavities of each with an equal portion of the scrambled eggs. Garnish each serving with a topping of one teaspoon of caviar or with three chive stems inserted into the eggs. Arrange the reserved cut-off portions on the plate or neatly place them on top.---",,"4,3,,8,4,,2,1,4","oval-shaped potatoes, about 1/2-pound each---,tablespoons, plus 2 teaspoons, butter---,Salt to taste, if desired---,tablespoons fresh or canned chicken broth---,eggs---,Freshly ground pepper to taste---,tablespoons heavy cream---,tablespoon finely chopped chives---,teaspoons caviar or 12 chive stems, each about 3 inches in length---",,,Scrambled Eggs In Potato Shells,"French,Chicken Broth,Egg,Potato,Breakfast,Main Course","hour,minutes","1,15",https://cooking.nytimes.com/recipes/4776-scrambled-eggs-in-potato-shells,servings,
Martha Rose Shulman,,"Beat the eggs in a bowl. Add the salt, pepper, and fresh tomato sauce and whisk together.---,Heat a heavy saucepan or nonstick skillet over low heat and add the olive oil. When it is hot (but not too hot – this is gentle cooking), add the egg mixture, scraping in every last bit with a rubber spatula. Cook slowly over low heat, stirring gently and scraping the eggs from the bottom of the pan with a heatproof rubber spatula or a wooden spoon, until the eggs are just set. Stir in the basil or chives. Serve hot, with toast.---","Make these salmon-colored eggs for an impromptu late-night supper or brunch. They are simply scrambled eggs to which you have added a small amount of tomato sauce. The sauce adds a dimension of flavor and a velvety texture.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","8,,¼,1,1","large or extra-large eggs---,Salt and freshly ground pepper---,cup Fresh Tomato Sauce---,tablespoon extra virgin olive oil---,tablespoon slivered fresh basil or chopped chives---",https://static01.nyt.com/images/2008/07/24/health/nutrition/24recipe.health.ready/24recipe.health.ready-articleLarge.jpg,4,Scrambled Eggs à la Provençale,"Mediterranean,Vegetarian",minutes,10,https://cooking.nytimes.com/recipes/1016413-scrambled-eggs-a-la-provencale,servings,4
Mark Bittman,,"Heat oven to 400 degrees and butter a 9-by-13-inch or similar-size baking dish; set aside. In a food processor, combine 1 cup plus 2 tablespoons flour, the salt and 1 tablespoon sugar; pulse once or twice. Add butter and turn on machine; process until butter and flour are blended and mixture looks like coarse cornmeal, about 15 to 20 seconds. Slowly add 1/4 cup ice water through feed tube and process until just combined. Form dough into a flat disk, wrap in plastic and freeze for 10 minutes or refrigerate for at least 30 minutes. (You can refrigerate dough for up to a couple of days, or freeze it, tightly wrapped, for up to a couple of weeks.)---,Meanwhile, in a large bowl toss fruit with remaining flour, 3/4 cup sugar and lemon juice; place in baking dish.---,Put dough on a floured board or countertop and sprinkle with more flour. Roll dough into a 12-inch round, adding flour and rotating and turning dough as needed. Cut dough into 3-inch-wide strips, then cut again crosswise into 4-inch-long pieces. Scatter pieces over fruit in an overlapping patchwork pattern.---,Brush top of dough lightly with water and sprinkle with remaining tablespoon sugar. Transfer to oven and bake until top is golden brown and juices bubble, 35 to 45 minutes. Transfer to a rack to cool; serve warm or at room temperature.---","You can use any stone fruit or berries you like; just adjust the amount of sugar and lemon juice to get a mixture that’s sweet but not cloying, and with enough acidity to taste a bit sharp. (Many plums and berries won’t need any lemon juice.),You can make it in a baking dish, as I do, a pie plate or even a cast-iron skillet. In any case, the result will be a rustic but delicious pie-like dessert.,
      ,
      ,. 
  ","8,1 ½,½,¾,3,1,1","tablespoons (1 stick) cold unsalted butter, cut into about 8 pieces, more for dish---,cups all-purpose flour, more for rolling---,teaspoon salt---,cup plus 2 tablespoons sugar---,pounds peaches, seeded and sliced (about 5 large)---,cup cherries, stones in or pitted---,tablespoon freshly squeezed lemon juice---",https://static01.nyt.com/images/2015/02/24/dining/stonefruit/stonefruit-articleLarge.jpg,5,Stone Fruit Patchwork Bake,"Cherry,Peach,Dessert,Summer",hour,1,https://cooking.nytimes.com/recipes/1012699-stone-fruit-patchwork-bake,servings,"6,8"
Julia Moskin,,"Make the pico de gallo: In a bowl, combine onions, tomatoes, cilantro and jalapeño. Squeeze in juice of 1/2 lime and sprinkle with salt. Mix lightly. Season to taste with more minced jalapeño, lime juice and salt. Set aside.---,Make migas: Heat 1/2 inch oil in a skillet and fry tortillas one at a time until golden and crisp. Drain on paper towels. Stack together and cut into pieces about 1/2-inch square.---,In a bowl, whisk eggs and half-and-half together. Season with salt and pepper. In a large skillet, heat olive oil or butter over medium heat and cook onions and peppers, stirring often, until lightly browned, about 5 minutes. Add tortilla chips and mix.---,Reduce heat to low and add egg mixture. Gently fold ingredients together with a spatula, turning as they cook slowly. When eggs are solid but still moist and shiny, fold in cheese and cilantro. Serve immediately, with pico de gallo.---",,"¾,¾,¾,1,,,,4,12,¼,,,2,1,1,1,2,¼","cup onions, diced---,cup plum tomatoes, diced---,cup cilantro, chopped---,jalapeño pepper, seeded and minced, or more to taste---,Juice of 1 lime, or more to taste---,Salt to taste---,Canola oil for frying---,large or 6 small corn tortillas---,large eggs---,cup half-and-half---,Salt---,pepper to taste---,tablespoons olive oil or butter, or a combination---,medium onion, chopped---,red bell pepper, seeded and chopped---,green bell pepper, seeded and chopped---,cups coarsely grated cheese: cotija, Monterey Jack, Cheddar or a combination---,cup chopped cilantro (optional)---",,3,Migas with Pico de Gallo,"Mexican,Corn Tortilla,Egg,Vegetable,Brunch,Quick,Main Course",minutes,30,https://cooking.nytimes.com/recipes/1014034-migas-with-pico-de-gallo,servings,"4,6"
Jason Epstein,,"Broil or fry the bacon over medium heat so that when the slices are done they lie flat. Drain on paper-towel-covered plate and set aside in a warm oven.---,Break the eggs into a colander, over the top of a double boiler or heat-safe bowl and beat gently using a whisk or a wooden spoon to push the eggs through. Add one tablespoon of butter and the salt and pepper to taste.---,Cook the eggs in the double boiler or place bowl over pan of simmering water over medium heat, whisking constantly, taking care to scrape the sides of the pot where the eggs will first coagulate. When the eggs begin to thicken, add the cream, half-and-half or milk. You may add a raw egg yolk at this time.---,Remove eggs from the heat when they have formed small, bright yellow curds. You may add some flat parsley, freshly snipped tarragon or chives to the eggs.---,Meanwhile pat the scallops dry with a paper towel and melt the remaining butter over medium-high heat in a 10-inch nonstick pan. When the butter bubbles but before it darkens and begins to smoke, add the scallops in one layer. Cook until they turn brown, about 3 minutes. Turn and cook until browned on all sides, about 2 more minutes. Remove scallops with a slotted spoon and drain on paper towels.---,To serve, pile the eggs at one end of a warmed oval platter and the scallops at the other. Separate the eggs and scallops with a bacon fence.---,Serve with toasted brioche and chilled prosecco.---",,"4,6,4,,2,,8,4","slices of lean bacon---,fresh large eggs---,tablespoons butter---,Salt and freshly ground white pepper---,tablespoons heavy cream or half-and-half or milk according to your conscience---,Chopped fresh Italian parsley, tarragon or chives to taste---,ounces very fresh bay scallops---,slices brioche, lightly toasted---",,,Scrambled Eggs With Bay Scallops And Bacon,"Bacon,Bay Scallop,Egg,Breakfast,Brunch,Dinner,Main Course",minutes,20,https://cooking.nytimes.com/recipes/10905-scrambled-eggs-with-bay-scallops-and-bacon,servings,2
Mark Bittman,Easy,"Put 3 tablespoons of the oil in a medium skillet over medium-high heat; a minute later, add the onion and cook, stirring, until it begins to brown, about 5 minutes. Meanwhile, beat the eggs with about half the cheese and some salt and pepper.---,Add the sage and livers to the onion and cook, stirring occasionally, until pink, about 3 minutes. Pour in the eggs and vermouth and stir until the eggs set, a minute or so. Garnish with the remaining olive oil and Parmesan and serve hot, warm, or at room temperature.---",,"4,½,5,½,,6,4,¼","tablespoons olive oil---,medium onion, sliced---,eggs---,cup grated Parmesan or other hard cheese---,Salt and pepper to taste---,fresh sage leaves, or a teaspoon minced rosemary or thyme---,chicken livers, cut into pieces---,cup dry vermouth---",,5,Scrambled Eggs with Chicken Livers,"Chicken Liver,Dry Vermouth,Egg,Breakfast,Easy,Quick,Main Course",minutes,10,https://cooking.nytimes.com/recipes/1014438-scrambled-eggs-with-chicken-livers,servings,"2,3"
Mark Bittman,,"Put oil in a large skillet over medium-high heat. Add onion and cook, stirring occasionally, until it’s translucent, 1 or 2 minutes.---,Add peppers, chiles and garlic, and sprinkle with salt and pepper. Cook, stirring occasionally, until peppers are brightly colored but not too soft, 4 to 6 minutes.---,Reduce heat to medium-low and pour in eggs. Cook, stirring occasionally with a wooden spoon or rubber spatula, until eggs are cooked, 3 to 8 minutes. Serve on toast or over rice, or wrapped in a flour tortilla.---","As in many Mark Bittman recipes, the idea here is more vegetables --  in this case, peppers -- than protein. It works because except for the jalapeño, none of the peppers is hot.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","2,1,2,2,1,1,,4","tablespoons olive oil---,small onion, chopped---,red bell peppers, chopped---,poblano or Anaheim chiles, chopped---,fresh hot green chile (like jalapeño), chopped, optional---,tablespoon minced garlic---,Salt and ground black pepper---,eggs, beaten---",https://static01.nyt.com/images/2014/06/04/dining/04CHILE2/04JPCHILE2-articleLarge.jpg,5,Scrambled Peppers and Eggs,"Egg,Jalapeno,Pepper,Breakfast,Dinner,Lunch,Main Course",minutes,30,https://cooking.nytimes.com/recipes/1016534-scrambled-peppers-and-eggs,servings,"2,4"
