author,cook_category,cook_instructions,description,ingredient_amount,ingredient_name,num_ratings,picture_src,rating,recipe_title,tags,time,url,yield_
Kim Severson,,"Heat oven to 350 degrees. Butter and flour two 6-cup (8-by-4-inch) loaf pans; set aside.,In a mixing bowl, combine the dates, shortening and 1 1/2 cups boiling water. Set aside to cool, stirring frequently. In a separate bowl, combine the sugar and egg; whisk to combine. Add to the date mixture and stir well until combined.,In a large mixing bowl, sift together the flour, baking powder, baking soda, salt, cloves and nutmeg. Add the date and sugar mixture and stir just until combined. Stir in the nuts.,Divide batter between the pans. Bake until a toothpick inserted into the center comes out clean, being careful not to overbake; 50 minutes to 1 hour. Cool for 10 minutes, then remove from pan and finish cooling on a rack.","The women of the Thursday Afternoon Cooking Club in Wichita, Kan., have been preparing lunches for each other since 1891. Originally conceived as a way to improve the domestic arts in a fast-growing prairie town, the club has become a repository for more than 124 years of cooking trends and recipes. In 1922, the club published a cookbook. This recipe was adapted from it, updated only to give more precise measurements and cooking times. It has more fruit than a typical date-nut bread and takes nearly an hour to bake. The good news is that you can mix it up quickly.,
      ,
      ,. 
  ",",3 ¼,2,1,1,1,1 ½,1,1,½,¼,1","Butter, for greasing pan---,cup/454 grams flour, sifted, plus additional for dusting pan---,cups/340 grams pitted dates, each date cut into three pieces---,tablespoon shortening---,cup sugar---,egg, beaten---,teaspoons baking powder---,teaspoon baking soda---,teaspoon salt---,teaspoon ground cloves---,teaspoon nutmeg---,cup chopped pecans or other nuts---",122,https://static01.nyt.com/images/2015/04/22/dining/22SUBWICHITA/22SUBWICHITA-articleLarge.jpg,4,Date Cake Delicious,"Cakes,Date,Pecan,Snack,Dessert",90 minutes,https://cooking.nytimes.com/recipes/1017363-date-cake-delicious,2 loaves
Julia Moskin,,"Heat oven to 350 degrees. Lightly grease a 9-by-5-inch loaf pan. Using electric mixer, cream butter until smooth and fluffy. Add sugar and cream together 2 minutes more. One at a time, mix in eggs. Mix in bananas until only small lumps remain.,Stir dry ingredients together and mix into banana mixture just until combined. Pour into prepared pan. If making topping, stir ingredients together and sprinkle over batter.,Bake about 55 to 65 minutes, until a toothpick inserted into center comes out clean. Let cool in pan 10 minutes, then turn out onto wire rack and let cool completely before wrapping tightly for storage.","Here is an easy way to use up the bananas on the countertop, or brown ones thrown in the back of the freezer. Don’t overmix the ingredients, and make sure the bananas are very ripe.,
      ,
      ,. 
  ","¼,¾,2,2 ⅓,2,1,¼,3,1,⅛","pound cool butter (1 stick), more for greasing pan---,cup dark brown sugar---,eggs, at room temperature---,cups very ripe bananas (about 5)---,cups all-purpose flour---,teaspoon baking soda---,teaspoon salt---,tablespoons chopped walnuts or pecans---,tablespoon granulated or coarse sugar---,teaspoon cinnamon---",1693,https://static01.nyt.com/images/2015/06/08/dining/08BANANABREAD/08BANANABREAD-articleLarge.jpg,5,Banana Banana Bread,"All Purpose Flour,Banana,Nut,Weekday,Dessert,Vegetarian",1 hour 15 minutes,https://cooking.nytimes.com/recipes/1013989-banana-banana-bread,1 loaf
Florence Fabricant,,"Heat oven to 375 degrees. Butter a 9-by-5-by-3-inch loaf pan and dust with cornmeal. For stovetop baking, use a heavy Dutch oven or similar pot that has been greased and dusted with cornmeal but not heated.,Mix flour, baking powder, salt and sugar and stir in the beer. Place batter in the pan. Oven baking will take about 35 minutes. For stovetop baking, cover the pan and place it on a heat shield over a low to medium flame and bake until a knife or cake tester comes out clean.,Remove from pan, drizzle with butter if desired and allow to cool completely before slicing. The bread has a texture similar to that of English muffins and tastes best toasted.","Thanks to a bottle of beer, this crazy-easy, one-bowl bread has the yeasty taste and texture of a traditional risen loaf but without any of the toil. It is also tender and incredibly moist. We like it served with a bowl of hearty winter stew or toasted, with butter, for breakfast.,
      ,
      ,. 
  ",",,3,3,1,2,1,2","Butter, for greasing the pan---,Cornmeal---,cups flour (See note)---,teaspoons baking powder---,teaspoon salt---,tablespoons sugar---,12-ounce can beer, the blander the better---,tablespoons melted butter (optional)---",232,https://static01.nyt.com/images/2016/11/30/dining/30RECIPES/30RECIPES-articleLarge.jpg,5,Beer Bread,"Beer,Flour,Side Dish",40 minutes,https://cooking.nytimes.com/recipes/2766-beer-bread,1 large loaf
Yossy Arefi,,"Heat oven to 350 degrees. Butter and flour a 9x5x3-inch loaf pan.,Stir the flour, baking soda and salt together in a bowl.,Brown butter: Melt butter in a light-colored saucepan over medium heat. Cook butter, occasionally scraping the bottom and sides of the pan with a rubber spatula until it turns a deep golden brown and smells nutty. Don’t walk away from the pan during this process. The butter will go from browned and nutty to acrid and burnt in moments. Transfer butter to a large heat-safe mixing bowl and let it cool slightly.,When the butter has cooled a bit, add the mashed bananas, sugar, yogurt, eggs and vanilla extract. Stir until well combined, then add the flour mixture and stir until just combined. Do not overmix.,Pour half the batter into prepared pan and spread it evenly with a knife or offset spatula. Spoon half the chocolate-hazelnut spread in several dollops over the top and use a toothpick or skewer to swirl it into the batter. Spoon and spread the remaining batter over the top followed by dollops of the remaining spread. Swirl in the spread, then bake the bread for 55 to 60 minutes or until golden brown and a toothpick inserted into the center comes out clean.","This banana bread definitely leans toward dessert, thanks to thick swirls of chocolate-hazelnut spread. Browning the butter may seem a little fussy, but it's totally worth the time and effort. The resulting toasty warm flavor pairs perfectly with sweet bananas and the rich spread. After all, the French term for brown butter is “beurre noisette” which literally translates to hazelnut butter.","½,2,1,¾,1 ½,⅔,¼,2,1,⅓","cup/113 grams unsalted butter (1 stick), plus more for greasing the pan---,cups/256 grams all-purpose flour, plus more for flouring the pan---,teaspoon baking soda---,teaspoon kosher salt---,cups/310 grams mashed bananas, from about 3 medium bananas---,cup/134 grams granulated sugar---,cup/57 grams plain Greek yogurt---,eggs---,teaspoon vanilla extract---,cup/99 grams chocolate-hazelnut spread, like Nutella---",438,https://static01.nyt.com/images/2017/11/01/dining/01COOKING-NUTELLABROWNIE3/01COOKING-NUTELLABROWNIE3-articleLarge.jpg,5,Nutella Banana Bread,"Quick Breads,Banana,Nutella,Dessert",1 hour 20 minutes,https://cooking.nytimes.com/recipes/1019019-nutella-banana-bread,One 9-inch loaf
Melissa Clark,,"In a small heatproof bowl, whisk together egg and yolks. Set aside.,Place chocolate, butter and vanilla extract in a food processor or blender but don’t turn on.,In a medium pot, whisk together milk, cream, brown sugar, cocoa, cornstarch and salt until smooth. Bring to a full boil, whisking, and let bubble for 1 to 2 minutes to activate cornstarch. At that point, it will start to thicken, and when it does immediately pull the pot off the heat. (You don’t want to overboil the cornstarch, which can cause it to thin out again.),Pour a little of the hot cornstarch mixture into the eggs, stirring constantly to prevent them from curdling, then pour eggs back into the pan with the remaining cornstarch mixture. Cook over low heat, whisking constantly, until mixture just returns to a bare simmer (one bubble is plenty). Immediately pour into the food processor or blender. Run the machine until the pudding is very smooth (the hot milk mixture will melt the chocolate).,Pour into individual bowls or teacups or 1 large decorative bowl and cover with plastic wrap. Refrigerate until firm and cold, at least 4 hours for individual servings and as many as 8 hours for 1 large bowl. Pudding can be made 3 days ahead. Serve with whipped cream or whipped crème fraîche, decorated with chocolate shavings and a pinch of sea salt, if you like.","This rich, creamy confection crosses a classic, American, cornstarch-thickened chocolate pudding with a luxurious French egg-yolk-laden chocolate custard called pot de crème. It has a dense, satiny texture and a fudgelike flavor from the combination of bittersweet chocolate, cocoa powder and brown sugar. Make sure to serve it with either whipped cream or crème fraîche for a cool contrast; crème fraîche has the advantage of also adding tang.,
      ,
      ,. 
  ","1,6,2,1,2 ½,½,⅓,2,2,¼,,,","large egg, plus 2 yolks---,ounces/170 grams bittersweet chocolate, preferably 66 percent to 74 percent cacao, chopped---,tablespoons/30 grams unsalted butter, softened---,teaspoon/5 milliliters vanilla extract---,cups/590 milliliters whole milk---,cup/120 milliliters heavy cream---,cup/67 grams light or dark brown sugar---,tablespoons/15 grams unsweetened cocoa powder---,tablespoons/20 grams cornstarch---,teaspoon/2 grams fine sea salt---,Whipped cream or crème fraîche, for serving---,Chocolate shavings, for garnish (optional)---,Flaky sea salt, for garnish (optional)---",678,,5,Dark Chocolate Pudding,"Custards And Puddings,Bittersweet Chocolate,Cocoa Powder,Heavy Cream,Snack,Dessert","20 minutes, plus at least 4 hours’ chilling",https://cooking.nytimes.com/recipes/1017198-dark-chocolate-pudding,8 servings
Florence Fabricant,,"Preheat oven to 350 degrees. Greasing 9-by-5-by-3-inch baking pan.,Sift flour, sugar, baking powder, baking soda and salt into a large bowl. Using a pastry blender or two knives, cut in butter until the mixture resembles corn meal.,Beat egg until thick and light. Stir in orange juice and rind. Lightly stir this mixture into the flour mixture just until the ingredients are blended. Fold in cranberries and nuts.,Pour batter into prepared pan and bake for 1 hour and 15 minutes, until the bread is golden brown and springs back when lightly touched.,Cool on a rack, wrap in foil and hold overnight before slicing.","Cranberries freeze admirably, just as you purchase them in plastic bags. With several extra bags of the bright scarlet berries obtained now when they are available and tucked into the freezer you will have the raw materials for a change of pace condiment to serve with roasted poultry or meats at other times of the year, or for quick breads or pies.,
      ,
      ,. 
  ","2,1,1 ½,½,½,¼,1,¾,1,1 ½,½","cups all-purpose flour---,cup sugar---,teaspoons baking powder---,teaspoon baking soda---,teaspoon salt---,cup butter---,egg---,cup orange juice---,tablespoon grated orange rind---,cups chopped fresh cranberries---,cup chopped pecans---",328,https://static01.nyt.com/images/2015/10/12/dining/12CRANBREAD1/12CRANBREAD1-articleLarge.jpg,4,Cranberry Nut Bread,"American,Cranberry,Flour,Pecan,Breakfast,Side Dish,Winter","1 hour 20 minutes, plus overnight cool",https://cooking.nytimes.com/recipes/3044-cranberry-nut-bread,1 large loaf
Pierre Franey,,"Heat the oil in a large heavy pot, and add the meat. Cook over medium-high heat for three or four minutes, stirring with a heavy metal kitchen spoon to break up any lumps.,Add the onions, garlic, celery, red pepper, jalapeno pepper, cumin and chile powder, and stir to blend well. Cook until the onions are translucent.,Add the oregano, bay leaves, tomatoes and chicken broth along with 1 cup water and salt and pepper. Bring to a boil, stirring often. Cook for 20 minutes.,Place the lentils in a saucepan with 3 cups of water, and salt to taste. Bring to a boil, and simmer for 15 minutes, stirring often. Drain.,Add the lentils to the meat mixture. Cook for 10 minutes, stirring often. Remove bay leaves. Serve with a dollop of sour cream, and wedges of lime if desired.","Mr. Franey brought this French-inspired variation of the American classic to The Times in 1993 his 60-Minute Gourmet column. In a nod to his country of origin, he calls for lamb instead of beef, and tiny green lentils for red kidney beans. Beyond that, you'll recognize most of the players – onions, garlic, celery, red pepper, jalapeño, cumin and chile powder. It is a sophisticated take on traditional cowboy fare. Serve it alone or over rice.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ,
                      ,
                      ,
                    ","1,2,2,2,1,1,1,1,3,1,2,3,1,,1,,","tablespoon olive oil---,pounds lean lamb, preferably from the leg, coarsely ground or cut into 1/4-inch cubes---,cups finely chopped onions---,tablespoons finely chopped garlic---,cup finely chopped celery---,cup finely chopped sweet red pepper---,jalapeno pepper, cored, seeded and chopped fine---,teaspoon ground cumin---,tablespoons chile powder---,teaspoon crumbled fresh oregano, or 2 teaspoons dried---,bay leaves---,cups canned crushed tomatoes---,cup chicken broth, fresh or canned---,Salt and freshly ground pepper to taste---,cup dried green lentils---,Sour cream for garnishing---,Limes for garnishing---",233,https://static01.nyt.com/images/2015/11/19/dining/19COOKING-LAMBCHILI/19COOKING-LAMBCHILI-articleLarge.jpg,5,Lamb Chili With Lentils,"French,Soups And Stews,Canned Tomato,Green Lentil,Ground Lamb,Dinner,Main Course",1 hour,https://cooking.nytimes.com/recipes/10869-lamb-chili-with-lentils,8 servings or more
Alex Witchel,,"In a large heavy skillet, heat the dried ancho and chipotle chiles on medium-high heat about a minute on each side. Turn off the heat, cover the chiles with water and soak them until rehydrated, about 30 minutes.,Meanwhile, in a Dutch oven or other large pot over medium heat, heat 1 tablespoon vegetable oil or bacon fat. Add the onions and sauté until they start to brown, about 10 minutes. Add the garlic and cook for 30 more seconds. Transfer to a blender.,Form the ground beef into balls the size of marbles. Return the Dutch oven to medium heat, add 1 tablespoon vegetable oil or bacon fat and, when it is hot, add the meatballs. Stir occasionally until lightly browned, about 10 minutes, then remove from the heat.,Drain the chiles well, and remove and discard stems and seeds. Add the chiles to the blender. Add the canned chipotles, if using, pequin chiles or cayenne, cumin, oregano, cloves, cinnamon and 1 cup water. Blend until smooth. Add to the Dutch oven with the browned meatballs along with 4 cups water. Bring to a boil, then reduce heat to low and simmer uncovered for 45 minutes, stirring occasionally.,Adjust salt and pepper to taste. If the chili looks too thin, slowly stir in the masa harina. Add the lime juice, and simmer for 15 minutes more. Serve topped with grated cheese, diced onions, pickled jalapeños and sour cream. Or serve as Frito pie: For each serving, mound 1 cup Fritos in a bowl and top with 1 cup chili, ¼ cup grated cheese, 1 tablespoon diced onions, sliced jalapeños and sour cream.","One-Hour Texas Chili can be used for Frito pie. You top either a small open bag of Fritos, or a pile of Fritos on a plate, with this beef chili, grated Cheddar cheese and chopped onions. When served on a plate, some people call it a Straw Hat.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","6,2,2,1,4,2,4,1,1,½,½,,,2,2,,,,,","dried ancho chiles, stems and seeds removed---,dried chipotle chiles, or substitute canned chipotle chiles and forgo soaking them---,tablespoons vegetable oil or rendered bacon fat---,medium yellow onion, quartered---,cloves garlic, chopped---,pounds ground beef chuck, preferably coarsely ground passed through the large holes of a grinder only once---,dried pequin chiles or ¼ teaspoon cayenne pepper---,tablespoon ground cumin---,teaspoon dried oregano---,teaspoon ground cloves---,teaspoon ground cinnamon---,Salt---,pepper---,teaspoons masa harina, or as needed---,tablespoons lime juice---,Grated Cheddar cheese, for garnish---,Diced onions, for garnish---,Pickled jalapeños, sliced, for garnish---,Sour cream, for garnish---,Fritos, for serving, optional---",130,https://static01.nyt.com/images/2014/04/02/dining/onehourtexaschili/onehourtexaschili-articleLarge.jpg,4,One-Hour Texas Chili,"Southern,Soups And Stews,Chili Pepper,Ground Beef,Spice,Dinner,Weekday,Main Course",1 hour 40 minutes,https://cooking.nytimes.com/recipes/1013822-one-hour-texas-chili,6 to 8 servings
Martha Rose Shulman,Healthy,"Heat the beans on top of the stove in a large soup pot or Dutch oven.,Heat the oil over medium heat in a heavy nonstick skillet and add the onion, carrot and pepper. Cook, stirring often, until the vegetables are tender and beginning to color, about 8 minutes. Stir in the garlic, stir together until fragrant, 30 seconds to a minute, and add the ground chili and cumin. Cook, stirring, for 2 to 3 minutes, until the mixture begins to stick to the pan. Add the tomatoes and oregano, and salt to taste. Bring to a simmer and cook, stirring often, until the tomatoes have cooked down and the mixture is beginning to stick to the pan, about 10 minutes. Stir in the tomato paste dissolved in water and bring back to a simmer. Season with salt to taste and simmer, stirring often, for 10 minutes, until the mixture is thick and fragrant.,Stir the tomato mixture into the beans. Add the winter squash and bring to a simmer. Simmer, stirring often, for 30 to 45 minutes. It is important to stir often so that the chili doesn’t settle and stick to the bottom of the pot. It should be thick; if you desire you can thin out with water. Taste and adjust salt.,Shortly before serving stir in the cilantro and simmer for 5 minutes. Spoon into bowls. If you wish, top with grated cheddar, Monterey jack, or crumbled queso fresco.","I have made several versions of vegetarian chili; in some the beans take center stage, others are just as focused on vegetables. This thick, satisfying chili is equally focused on both. I particularly like the way the sweet flavor and comforting, creamy texture of the winter squash plays against the spicy flavors in the chili.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","1,2,1,1,1,2,3,1,1,1,2,2,,½,","recipe---,---,tablespoons grapeseed, sunflower or canola oil---,onion, finely chopped---,large or 2 medium carrots, cut in small dice---,red pepper, diced (optional)---,large garlic cloves, minced---,tablespoons mild ground chili (or use hot, or use more)---,tablespoon lightly toasted cumin seeds, ground---,28-ounce can chopped tomatoes---,teaspoon dried oregano, preferably Mexican oregano---,tablespoons tomato paste dissolved in 1 cup water---,cups diced winter squash (about 3/4 pound)---,Salt to taste---,cup chopped cilantro---,Grated cheddar or Monterey Jack, or crumbled queso fresco for garnish (optional)---",1644,https://static01.nyt.com/images/2014/02/11/science/12recipehealth/12recipehealth-articleLarge.jpg,4,Vegetarian Chili With Winter Vegetables,"Dinner,Main Course,Fall,Spring,Summer,Winter,Dairy Free,Gluten Free,Halal,Healthy,High Fiber,Kosher,Low Cholesterol,Nut Free,Vegan,Vegetarian",1 hour 30 minutes,https://cooking.nytimes.com/recipes/1016032-vegetarian-chili-with-winter-vegetables,6 to 8 servings
Pierre Franey,,"Heat the oil over high heat in a large heavy pot and add the turkey meat. Cook until lightly browned, about 5 minutes, chopping down and stirring with the side of a heavy kitchen spoon to break up any lumps.,Add the onions, garlic, sweet pepper, celery, jalapeno pepper, oregano, bay leaves, chili powder and cumin. Stir to blend well. Cook for 5 minutes.,Add the tomatoes, chicken broth, salt and pepper. Bring to a boil, reduce heat and simmer, stirring occasionally, for 15 minutes.,Add the drained beans and cook, stirring occasionally, for 10 minutes longer. Serve in bowls with cheddar cheese, and sour cream and lime wedges, if desired.","You might not think of chili as an easy weeknight dish, but this turkey version from Pierre Franey will change your mind. It's fabulous, it's healthy and it can be ready in about a half hour. A combination of dark and white meat really adds depth and richness of flavor, so try to find a mix, but all white meat (or a mixture of ground beef and turkey) will yield a stellar batch too.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","1,2,2,2,1,1,1,1,2,3,2,3,2,,2,2,1,","tablespoon olive oil---,pounds ground turkey, white and dark combined---,cups coarsely chopped onions---,tablespoons chopped garlic---,large sweet red pepper, cored, deveined and coarsely chopped---,cup chopped celery---,jalapeno pepper, cored, deveined and finely chopped---,tablespoon fresh oregano, chopped, or 1 tablespoon, dried---,bay leaves---,tablespoons chili powder---,teaspoons ground cumin---,cups canned diced tomatoes---,cups chicken broth, fresh or canned---,Salt and freshly ground pepper to taste---,15-ounce cans of red kidney beans, drained---,cups shredded cheddar cheese---,cup sour cream (optional)---,Sliced lime for garnish (optional)---",3315,https://static01.nyt.com/images/2018/10/30/dining/pf-turkey-chili/pf-turkey-chili-articleLarge.jpg,5,Turkey Chili,"Project,Onion,Pepper,Turkey,Weeknight,Main Course,Side Dish,Fall",35 minutes,https://cooking.nytimes.com/recipes/7985-turkey-chili,6 servings or more
Florence Fabricant,,"Reserve about a tablespoon of the fat from the brisket and cut the meat in 1/2-inch dice. Lightly brown the fat on medium-high in a large sauté pan to slick the bottom. Add meat and cook until it loses its redness. Transfer meat and any juices to a bowl. Toss with soy sauce and hoisin.,Reduce heat to low, add onions, bell pepper, jalapeños, habanero, garlic and ginger and cook until softened. Add Sichuan peppercorns and five spice, stir, then add ale. Bring to a simmer. Add tomatoes. Return meat and juices to the pan. Cover and simmer an hour and a half, until the meat is tender.,Stir in vinegar. Mixture should be somewhat soupy; add some water if needed. Drizzle in chile oil to taste. Adjust salt with soy sauce. Garnish with cilantro and serve.","This version of chili is more Shanghai than Southwest. Serve it with rice, Mexican black beans mixed with some Chinese fermented black beans and Chinese fried noodles.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","2,¼,¼,2,1,2,1,4,1,1,1,12,1,1,,2","pounds lean brisket---,cup soy sauce, more to taste---,cup hoisin sauce---,large onions, finely chopped---,large green bell pepper, seeded and finely chopped---,jalapeños, seeded and slivered---,habanero or other hot fresh chile, seeded and slivered---,cloves garlic, minced---,2-inch piece fresh ginger, peeled and minced---,tablespoon Sichuan peppercorns, crushed in a mortar---,tablespoon five-spice powder---,ounces beer, preferably amber ale---,14-ounce can whole San Marzano tomatoes, crushed---,tablespoon rice vinegar---,Chinese hot chile oil---,tablespoons finely chopped cilantro---",531,https://static01.nyt.com/images/2014/02/05/dining/05PAIR_SPAN/05PAIR_SPAN-articleLarge.jpg,4,Chinese Chili,"Chinese,Brisket,Tomato,Dinner,Lunch,Main Course",2 hours,https://cooking.nytimes.com/recipes/1016019-chinese-chili,6 servings
Melissa Clark,Easy,"Make the pickled onions: Squeeze the lime juice into a bowl and add the onion or shallot, a large pinch of salt and a small pinch of sugar. Let rest for 20 minutes while you make the chili.,Heat a large skillet, then add the oil. When hot, add the onion and sauté until softened. Add the garlic, chile powder and oregano and sauté until fragrant. Add the beans and tomatoes and a few large pinches of salt and let simmer until the tomatoes break down, about 20 minutes.,Taste and add more salt, chile and/or oregano to taste. Serve with the pickled onion and any of the garnishes you like.","If you keep canned beans, tomatoes, onion and garlic in your pantry, you can make this dish on any weeknight without having to shop. The pickled onions aren’t strictly necessary, but they are simple to make and add a welcome tangy contrast to the beans. Pickled peppers are a fine substitute. If you have a bell pepper or jalapeño or two, chop them up and sauté them with the onions. And if you want to be fancy, grate the zest off the lime before juicing for the pickles, and stir it into the sour cream.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","1,1,,,,1,3,1,1,2,1,,","lime---,red onion or shallot, thinly sliced---,Salt, as needed---,Sugar, as needed---,Olive or grapeseed oil---,large onion, chopped---,garlic cloves, or to taste, minced---,teaspoon chile powder---,teaspoon dried oregano---,(15-ounce) cans beans, drained---,(15-ounce) can diced tomatoes---,Salt, to taste---,Fresh cilantro, diced avocado and sour cream, for garnish (optional)---",1836,https://static01.nyt.com/images/2018/08/31/dining/clark-skillet-chili-horizontal-sub/clark-skillet-chili-horizontal-articleLarge.jpg,5,Vegetarian Skillet Chili,"Soups And Stews,Bean,Tomato,Easy,Weekday,Weeknight,Main Course,Vegetarian",30 minutes,https://cooking.nytimes.com/recipes/1017704-vegetarian-skillet-chili,4 servings
Melissa Clark,,"In a large pot over medium-high heat, warm 1 tablespoon oil. Brown half the ground turkey with 3/4 teaspoon salt and 1/4 teaspoon pepper, stirring occasionally until golden, 6 to 8 minutes. Stir in half the garlic and half the chili powder and sauté for another 30 seconds. Using a slotted spoon, transfer turkey to a bowl. Brown remaining turkey in same manner, transferring it to bowl with rest of turkey.,Add remaining 2 tablespoons oil to pot and sauté onions, bell peppers and jalapeño peppers with remaining 1/2 teaspoon salt. Cook, stirring, until onion is translucent, about 10 minutes.,Return ground turkey and any liquid in bowl to pot and add tomato purée, hominy, beans, beer, chipotles, oregano and bay leaves with 3 cups water. Simmer chili, partly covered, until it is thick enough for your taste, about 1 hour. Serve hot, garnished with sour cream, scallions, cilantro and lime wedges.","Making an authentic pozole — the fragrant Mexican hominy stew — has been on my list of things to do for years, but it can be very labor intensive. One recipe by Diana Kennedy, the author of Mexican cookbooks, calls for trimming hominy and boiling a pig’s head. Just reading about it causes my enthusiasm to wane. This stew is a compromise; a sort of a pozole-chili hybrid, loaded with ground turkey, bell peppers, hominy and pinto beans. Chile powder adds heat, jalapeño brightness and canned chipotle chile in adobo smokiness and depth. A bottle of beer provides a pleasant bitterness that complements the spice. This recipe makes a very large batch perfect for entertaining or for stocking the freezer, but you can easily half it to feed a family of four.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","4,2 ½,2,½,6,2,2,1,1,1 to 2,1,2,2,1,2 to 3,1,2,,5,1,","tablespoons olive oil---,pounds ground turkey---,teaspoons kosher salt---,teaspoon freshly ground black pepper---,garlic cloves, chopped---,tablespoons chili powder---,large Spanish onions, chopped---,red pepper, chopped---,green pepper, chopped---,jalapeño peppers, to taste, seeded and chopped---,28-ounce can tomato purée---,15-ounce cans white hominy, drained---,15-ounce cans pinto beans, drained---,12-ounce bottle beer---,chipotles in adobo sauce, to taste, minced---,teaspoon dried oregano---,bay leaves---,Sour cream, for serving---,scallions, white and light green parts, sliced, for serving---,bunch chopped cilantro, for serving---,Lime wedges, for serving---",387,https://static01.nyt.com/images/2014/04/01/dining/turkey-hominy-chili-chipotle/turkey-hominy-chili-chipotle-articleLarge.jpg,5,Turkey and Hominy Chili With Smoky Chipotle,"One Pot,Ground Turkey,White Hominy,Dinner,Main Course",1 hour 30 minutes,https://cooking.nytimes.com/recipes/1013041-turkey-and-hominy-chili-with-smoky-chipotle,8 to 10 servings
Melissa Clark,,"In a food processor, finely grind the pistachios. Add the butter and 1 cup sugar and pulse to combine. Pulse in the egg and orange-blossom water.,In a small bowl, combine the flour, cornstarch, cinnamon, orange zest, nutmeg, salt and clove. Add to the food processor and pulse until the mixture forms a moist dough. Divide dough in half and flatten each half into a disk. Wrap tightly with plastic and refrigerate 4 to 6 hours.,Place parchment paper on three large baking sheets. (If you don’t have three, roll out the dough in smaller batches and keep the rest refrigerated.) Take one disk of dough and roll it out on a floured surface to 1/4-inch thickness. Cut into 3-inch rounds, and transfer to a prepared baking sheet. Use a 1 1/2-inch cutter to stamp out a hole from the center of half (not all) of the cookies (this will form the “window” for the cookies). Transfer the smaller cookies to a prepared sheet. Repeat with the remaining dough. Gently combine and reroll any scraps. You will have three shapes of cookies on the cookie sheets: rings, large round cookies and small round cookies. Wrap each tray with plastic and refrigerate for 30 minutes.,Heat the oven to 325 degrees. Bake cookies until just golden, about 15 minutes for the small rounds, and 18 to 22 minutes for the larger cookies. Transfer to a wire rack to cool completely.,Put the marmalade in a microwave-safe bowl; microwave for 20 seconds and stir, until it's warm and easier to spread. Or heat slowly in a small pot over low heat. Spread each large round cookie with marmalade. Top with a large ring-shaped cookie. Spread half the small round cookies with marmalade and top with the remaining small round cookies. Generously dust all cookies with the rest of the confectioners' sugar.","These are linzer cookies — with a twist. Pistachios replace almonds, and orange blossom water accentuates the flavor of the pistachios and orange marmalade. They're much tangier and a bit less sweet than the traditional ones, but just as buttery, rich and compelling.,
      ,
      ,. 
  ,
                      ,
                      ,
                    ","2,1 ½,1 ¾,1,1,2,1,1 ½,1,½,½,⅛,1","cups raw pistachios (285 grams)---,cups (339 grams) unsalted butter, room temperature---,cups confectioners’ sugar (128 grams)---,large egg---,teaspoon orange-blossom water---,cups all-purpose flour (276 grams)---,cup cornstarch (152 grams)---,teaspoons ground cinnamon---,teaspoon orange zest---,teaspoon grated nutmeg---,teaspoon fine sea salt---,teaspoon ground clove---,cup orange marmalade---",47,https://static01.nyt.com/images/2011/12/07/dining/07APPE_SPAN/07APPE_SPAN-articleLarge-v2.jpg,4,Pistachio Linzer Cookies With Orange Marmalade,"Orange Marmalade,Pistachio,Dessert,Winter","1 hour 15 minutes, plus chilling",https://cooking.nytimes.com/recipes/12170-pistachio-linzer-cookies-with-orange-marmalade,About 18 large cookies and 9 small cookies
Nigella Lawson,,"Using a microwave oven or in a small saucepan, melt butter. Allow it to cool for about 5 minutes. In a medium bowl, using an electric mixer or by hand, beat together the butter, brown sugar, and granulated sugar. Beat in vanilla, eggs, flour, baking powder and baking soda. Fold in chocolate morsels and peanuts.,Refrigerate bowl of cookie dough for 20 minutes. Meanwhile, heat oven to 350 degrees. Line a large baking sheet (or two) with a nonstick liner or parchment paper.,Shape chilled dough into fat disks about 2 1/2 inches in diameter and 1/2-inch thick (slightly less than 3 tablespoons of dough for each cookie). Place cookies on baking sheet 1 1/2 inches apart. Bake until golden brown around edges and cracked and chewy in middle, about 15 minutes. If using two sheets, switch position of sheets halfway through baking. Remove cookies from oven while they are still soft in center or they will lose their chewiness as they cool.,Allow cookies to rest on baking sheets for about 3 minutes before transferring them to wire racks to cool. When completely cool, store in an airtight container.","These cookies offer a terrific blend of salty and sweet, with the crunch of the peanuts lending a bit of texture to a chewy treat. They are also very easy to make and require only about an hour. But watch the timer — if they are overcooked, they will lose their chewiness.,
      ,
      ,. 
  ","6,1,½,2,2,2 ¼,1,½,1,1","ounces (1 1/2 sticks) unsalted butter---,packed cup light brown sugar---,cup granulated sugar---,teaspoons vanilla extract---,large eggs---,cups all-purpose flour---,teaspoon baking powder---,teaspoon baking soda---,cup semisweet chocolate morsels---,cup salted peanuts---",318,https://static01.nyt.com/images/2015/11/24/dining/24COOKING-CHOCCHIPCOOKIESPEANUTS/24COOKING-CHOCCHIPCOOKIESPEANUTS-articleLarge.jpg,4,Salty Peanut Chocolate Chip Cookies,"Cookies And Bars,Dessert",50 minutes,https://cooking.nytimes.com/recipes/7472-salty-peanut-chocolate-chip-cookies,About 20 cookies
